name,id,iso,population_size,vaccine_hesitant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Saint Lucia,151,LC,182795,0.7105,0.011707,0.011871,0.011975,0.012024,0.012221,0.012106,0.012003,0.011931,0.011893,0.011888,0.011893,0.012041,0.01238,0.012845,0.013321,0.013813,0.014366,0.015,0.015668,0.016308,0.016915,0.017457,0.017933,0.018305,0.018649,0.019021,0.019021,0.018491,0.017637,0.016789,0.015837,0.015208,0.015115,0.015361,0.015537,0.015733,0.015761,0.015493,0.015044,0.01465,0.014256,0.013977,0.013879,0.013901,0.013895,0.013879,0.013868,0.013863,0.013841,0.013813,0.01377,0.013666,0.013491,0.013233,0.01296,0.01267,0.012282,0.011756,0.011138,0.01052,0.009891,0.009278,0.00872,0.0082,0.007681,0.00715,0.006712,0.006395,0.006165,0.005941,0.00575,0.00552,0.005208,0.004847,0.004513,0.004185,0.003895,0.003654,0.003457,0.003255,0.003074,0.00285,0.002577,0.002281,0.001991,0.001712,0.001472,0.001291,0.001154,0.001012,0.000914,0.000799,0.000662,0.000487,0.000356,0.00029,0.000235,0.000186,0.000126,7.70E-05,0.000164
Saint Vincent and the Grenadines,152,VC,110593,0.7282,0.01331,0.013798,0.014196,0.014495,0.014929,0.014929,0.014911,0.014901,0.014911,0.014911,0.014883,0.014983,0.015245,0.015598,0.015923,0.01624,0.01652,0.016728,0.016891,0.017035,0.017198,0.017153,0.016809,0.016258,0.015724,0.015146,0.014721,0.014558,0.014558,0.014522,0.014495,0.014458,0.014386,0.014314,0.014241,0.014187,0.014124,0.014061,0.013988,0.013925,0.013871,0.013744,0.013536,0.013274,0.01303,0.012777,0.012578,0.012478,0.012433,0.01237,0.012261,0.012243,0.012361,0.012532,0.012677,0.012831,0.012758,0.012306,0.011637,0.010968,0.010272,0.009621,0.009087,0.008626,0.008147,0.007641,0.007161,0.006709,0.006275,0.005868,0.005471,0.005091,0.004693,0.004304,0.003924,0.003563,0.003282,0.003147,0.003092,0.003038,0.002993,0.002912,0.002767,0.002559,0.002369,0.002197,0.00198,0.001691,0.001356,0.000977,0.000651,0.000497,0.000371,0.000253,0.000172,0.000127,9.90E-05,7.20E-05,4.50E-05,2.70E-05,4.50E-05
Samoa,153,WS,197093,0.3156,0.030234,0.028885,0.027748,0.026789,0.025866,0.025582,0.025303,0.025014,0.024709,0.02441,0.024136,0.023684,0.022969,0.022091,0.021229,0.020341,0.019564,0.018986,0.018534,0.018047,0.01755,0.017099,0.016688,0.016302,0.015937,0.015622,0.015171,0.014511,0.013735,0.012999,0.012258,0.01168,0.011355,0.011208,0.011056,0.010929,0.010807,0.01066,0.010498,0.010371,0.010259,0.010178,0.010122,0.010092,0.010051,0.010011,0.00995,0.009858,0.009737,0.00961,0.009478,0.009285,0.009011,0.008686,0.008351,0.008001,0.007661,0.007352,0.007058,0.006753,0.006439,0.006109,0.005743,0.005353,0.004972,0.004602,0.004247,0.003917,0.003613,0.003313,0.003019,0.00277,0.002588,0.002446,0.002314,0.002202,0.00206,0.001867,0.001644,0.001441,0.001248,0.001065,0.000908,0.000771,0.000634,0.000507,0.000406,0.00034,0.000294,0.000259,0.000238,0.000208,0.000162,0.000107,5.60E-05,3.00E-05,2.50E-05,1.50E-05,1.00E-05,0,0
Sao Tome and Principe,154,ST,215048,0.6109,0.0299,0.029565,0.029296,0.029073,0.028905,0.028752,0.028594,0.028408,0.028184,0.027933,0.02765,0.02725,0.026687,0.02599,0.025278,0.024553,0.023646,0.022493,0.021186,0.019903,0.01861,0.017466,0.016578,0.015871,0.015173,0.014485,0.013983,0.013727,0.013639,0.013574,0.013569,0.013471,0.013197,0.012806,0.012448,0.012072,0.011746,0.011532,0.01136,0.011174,0.011035,0.010681,0.009988,0.009105,0.008263,0.007366,0.006766,0.006664,0.006859,0.007008,0.007203,0.007212,0.006878,0.006338,0.00585,0.005357,0.004966,0.004748,0.004645,0.004511,0.00439,0.004204,0.003906,0.003539,0.003199,0.002864,0.002572,0.002353,0.002186,0.002014,0.001855,0.001702,0.001544,0.001381,0.001232,0.001093,0.000981,0.000925,0.000893,0.000865,0.000856,0.000809,0.000711,0.000586,0.00047,0.000353,0.000265,0.000209,0.000186,0.000163,0.000149,0.000121,9.80E-05,6.00E-05,3.30E-05,2.30E-05,1.40E-05,1.40E-05,5.00E-06,5.00E-06,5.00E-06
Saudi Arabia,155,SA,34268529,0.3012,0.016877,0.017333,0.017635,0.017795,0.017795,0.017691,0.017498,0.017228,0.016891,0.016514,0.016122,0.015657,0.015101,0.01451,0.013955,0.013427,0.013049,0.012889,0.012909,0.012961,0.013033,0.013339,0.013956,0.014776,0.015609,0.01649,0.017264,0.017833,0.018258,0.018707,0.019157,0.019518,0.019767,0.019934,0.020039,0.020038,0.020142,0.020445,0.020828,0.021103,0.021341,0.021245,0.020658,0.019731,0.018794,0.017813,0.016754,0.015644,0.014511,0.013338,0.012114,0.011067,0.010307,0.009738,0.009165,0.008638,0.008068,0.007395,0.006675,0.00601,0.005367,0.004834,0.00446,0.004193,0.003939,0.003727,0.003468,0.003111,0.002705,0.002337,0.001982,0.001707,0.001555,0.001484,0.001414,0.001365,0.001293,0.001173,0.001025,0.000897,0.000781,0.000675,0.000586,0.000509,0.000436,0.000368,0.000308,0.000257,0.000213,0.000172,0.000141,0.000117,9.10E-05,6.50E-05,4.60E-05,3.70E-05,3.00E-05,2.10E-05,1.20E-05,6.00E-06,8.00E-06
Senegal,156,SN,16296362,0.9396,0.032174,0.032071,0.031834,0.031476,0.031063,0.030459,0.029789,0.029063,0.02829,0.027481,0.026646,0.025795,0.024938,0.024085,0.023231,0.022368,0.021588,0.020932,0.020362,0.019798,0.019254,0.018716,0.018168,0.017619,0.017093,0.016587,0.016086,0.015588,0.015095,0.01461,0.014126,0.013669,0.013252,0.012858,0.012466,0.01209,0.011668,0.01117,0.010627,0.010101,0.009578,0.009098,0.008686,0.008322,0.007961,0.007612,0.007275,0.006948,0.006632,0.006332,0.006045,0.00577,0.005506,0.005251,0.005008,0.004775,0.004551,0.004335,0.004128,0.003927,0.003731,0.003549,0.003386,0.003235,0.003088,0.002951,0.002795,0.002608,0.002403,0.002206,0.00201,0.001836,0.0017,0.001588,0.001476,0.00137,0.001258,0.00113,0.000995,0.000869,0.000749,0.000637,0.000537,0.000446,0.000361,0.000281,0.000214,0.000163,0.000125,8.80E-05,6.20E-05,4.60E-05,3.20E-05,2.00E-05,1.10E-05,8.00E-06,6.00E-06,4.00E-06,2.00E-06,1.00E-06,0
Serbia,157,RS,8772228,0.5242,0.009793,0.009637,0.009566,0.009569,0.009531,0.009725,0.009944,0.010178,0.010422,0.010676,0.010945,0.011168,0.011317,0.011416,0.011523,0.011634,0.011721,0.011778,0.011819,0.011863,0.011898,0.011988,0.012163,0.012394,0.012609,0.012809,0.013037,0.0133,0.013574,0.013843,0.014133,0.014279,0.014203,0.01399,0.013787,0.013547,0.013435,0.013542,0.013782,0.01398,0.014174,0.014296,0.014295,0.01421,0.014135,0.014063,0.013949,0.013787,0.013595,0.013399,0.013194,0.013022,0.012907,0.012832,0.012764,0.012717,0.012667,0.012602,0.01254,0.012471,0.012346,0.012407,0.012758,0.013259,0.013688,0.014113,0.014231,0.013875,0.013189,0.012523,0.011854,0.011042,0.010069,0.009012,0.007935,0.006783,0.005945,0.005608,0.005589,0.00553,0.005515,0.005361,0.004944,0.004364,0.00385,0.003365,0.002888,0.002434,0.002006,0.001526,0.001127,0.000899,0.000668,0.000429,0.000253,0.000178,0.000138,9.30E-05,4.20E-05,1.60E-05,1.20E-05
Seychelles,158,SC,97741,0.1896,0.016196,0.0164,0.016513,0.016574,0.016431,0.016441,0.01639,0.016267,0.016094,0.015889,0.015664,0.015357,0.014897,0.014395,0.013894,0.013393,0.013024,0.012871,0.012861,0.012861,0.01285,0.012973,0.013249,0.013638,0.014027,0.014477,0.014774,0.014815,0.014712,0.014631,0.014538,0.014508,0.01462,0.014815,0.014968,0.015122,0.015244,0.015285,0.015285,0.015265,0.015244,0.015234,0.015296,0.015377,0.015429,0.01548,0.015418,0.015224,0.014937,0.014631,0.014283,0.013976,0.013781,0.013607,0.013403,0.013157,0.01283,0.0124,0.011858,0.011316,0.010763,0.010139,0.009413,0.008645,0.007888,0.007141,0.006405,0.005678,0.004983,0.004307,0.003622,0.003172,0.00308,0.003223,0.003356,0.00355,0.003591,0.003366,0.002967,0.002629,0.002292,0.002005,0.001801,0.001657,0.001494,0.00132,0.001177,0.001023,0.00088,0.000747,0.000645,0.000552,0.00044,0.000297,0.000194,0.000143,0.000113,9.20E-05,5.10E-05,2.00E-05,5.10E-05
Sierra Leone,159,SL,7813207,0.8618,0.030598,0.029921,0.029318,0.028776,0.02823,0.027853,0.027487,0.027124,0.026755,0.026387,0.026028,0.02559,0.025031,0.024391,0.023755,0.023111,0.022467,0.021837,0.021219,0.020593,0.01996,0.019362,0.018815,0.018305,0.017796,0.017298,0.016797,0.016284,0.015767,0.015259,0.014758,0.014268,0.013795,0.013332,0.012876,0.01243,0.011972,0.011492,0.011002,0.010524,0.010052,0.009608,0.009205,0.008831,0.008464,0.008108,0.007759,0.007415,0.007076,0.00675,0.006435,0.006131,0.00584,0.00556,0.005289,0.005028,0.004772,0.004516,0.004264,0.004021,0.003787,0.003564,0.003356,0.00316,0.002969,0.002785,0.002612,0.002452,0.002301,0.002155,0.002017,0.001875,0.001725,0.001571,0.001424,0.001283,0.001146,0.001014,0.000888,0.000768,0.000653,0.00055,0.000463,0.000388,0.000319,0.000256,0.000203,0.00016,0.000125,9.30E-05,7.10E-05,5.50E-05,4.10E-05,2.70E-05,1.70E-05,1.30E-05,1.00E-05,7.00E-06,4.00E-06,2.00E-06,2.00E-06
Singapore,160,SG,5804343,0.0873,0.009813,0.009114,0.008558,0.008133,0.007447,0.007488,0.007564,0.007669,0.007799,0.007981,0.008245,0.008415,0.008417,0.008348,0.008325,0.008258,0.008564,0.00944,0.010662,0.011824,0.013026,0.013946,0.014389,0.014509,0.014676,0.014838,0.014922,0.014938,0.01491,0.014842,0.01472,0.014709,0.014889,0.015186,0.015456,0.015734,0.015947,0.016045,0.016071,0.016104,0.016112,0.016184,0.016367,0.016606,0.016823,0.017061,0.017142,0.01698,0.01667,0.016372,0.016024,0.015849,0.015962,0.016246,0.016465,0.016664,0.016748,0.016645,0.016402,0.016129,0.015797,0.015414,0.014993,0.014513,0.013983,0.013451,0.01267,0.011532,0.01018,0.008858,0.007514,0.006366,0.005545,0.004959,0.004363,0.003783,0.00335,0.003096,0.002966,0.002875,0.002846,0.002752,0.002524,0.002217,0.001953,0.001708,0.001483,0.001291,0.001123,0.000946,0.000805,0.000689,0.000553,0.000397,0.000286,0.000234,0.000192,0.000145,9.40E-05,6.20E-05,0.000124
Slovakia,161,SK,5457012,0.4926,0.010488,0.010456,0.010433,0.010419,0.010226,0.010324,0.010398,0.010449,0.010473,0.010493,0.010526,0.010471,0.010285,0.01003,0.009807,0.009595,0.009492,0.009556,0.009749,0.009949,0.010155,0.010495,0.011014,0.011644,0.01228,0.012946,0.013518,0.013922,0.014213,0.014518,0.014817,0.015083,0.015317,0.015524,0.01569,0.015792,0.015953,0.016225,0.016539,0.016798,0.017046,0.017081,0.016798,0.016302,0.015822,0.01534,0.014831,0.014315,0.013815,0.01331,0.012773,0.012464,0.012502,0.012764,0.013008,0.013278,0.013484,0.013555,0.013533,0.013516,0.013471,0.013415,0.01336,0.013278,0.013153,0.01302,0.01268,0.012044,0.011215,0.010388,0.009519,0.008743,0.008146,0.007666,0.007158,0.006654,0.006161,0.005671,0.005192,0.004736,0.004298,0.0039,0.003557,0.003252,0.002963,0.002701,0.002419,0.002091,0.001743,0.001386,0.001091,0.000908,0.000712,0.000502,0.000358,0.000296,0.00024,0.000167,8.00E-05,3.50E-05,2.90E-05
Slovenia,162,SI,2078654,0.4126,0.00923,0.009668,0.010012,0.010267,0.010318,0.010466,0.010543,0.010555,0.01051,0.010426,0.010324,0.010142,0.009862,0.00953,0.009204,0.008866,0.008653,0.008637,0.008759,0.00889,0.009059,0.009241,0.009409,0.009587,0.009803,0.010031,0.010359,0.010824,0.011375,0.01192,0.012478,0.012968,0.013338,0.013625,0.013904,0.014147,0.014393,0.014667,0.014934,0.015168,0.015409,0.015472,0.01527,0.014907,0.014552,0.014152,0.013919,0.013968,0.014194,0.014379,0.014568,0.014695,0.014706,0.014641,0.014595,0.014548,0.014494,0.014438,0.014376,0.014274,0.014109,0.014016,0.014052,0.014135,0.014177,0.014253,0.013997,0.013236,0.012165,0.011125,0.010026,0.009179,0.008766,0.008633,0.008438,0.008252,0.00801,0.007645,0.007205,0.006798,0.006403,0.006007,0.005614,0.005221,0.004828,0.004446,0.004025,0.003543,0.00303,0.002484,0.002029,0.001723,0.001372,0.000974,0.000699,0.000584,0.000474,0.000335,0.000167,8.70E-05,9.10E-05
Solomon Islands,163,SB,669821,0.8004,0.031216,0.030925,0.030499,0.029957,0.029606,0.028724,0.027819,0.026906,0.026002,0.02509,0.024157,0.023366,0.022787,0.022351,0.021906,0.02148,0.021031,0.020519,0.019967,0.01944,0.018933,0.018384,0.017769,0.017115,0.016482,0.015867,0.015265,0.014688,0.014138,0.013608,0.013089,0.012675,0.012411,0.012253,0.012097,0.011958,0.011836,0.011721,0.011605,0.011491,0.011378,0.011207,0.010954,0.010636,0.010313,0.009997,0.009592,0.009061,0.008454,0.007853,0.007232,0.006714,0.006369,0.006139,0.005896,0.005667,0.005427,0.005148,0.004852,0.004577,0.004324,0.004071,0.003816,0.003562,0.00332,0.003081,0.002875,0.002716,0.002587,0.002462,0.002342,0.00222,0.002087,0.001945,0.001812,0.001693,0.001553,0.001384,0.0012,0.001024,0.000848,0.000705,0.000612,0.000554,0.000496,0.000449,0.000396,0.000328,0.000257,0.000187,0.00013,0.000102,7.60E-05,5.40E-05,3.90E-05,3.10E-05,2.50E-05,1.80E-05,1.00E-05,4.00E-06,6.00E-06
Somalia,164,SO,15442906,0.9154,0.038606,0.036934,0.035447,0.034129,0.032906,0.031959,0.031099,0.03031,0.029576,0.028902,0.028291,0.027624,0.026844,0.025996,0.025172,0.024338,0.023559,0.022871,0.022231,0.021575,0.020939,0.020176,0.019217,0.018138,0.017089,0.016041,0.015068,0.014223,0.013472,0.01273,0.012016,0.011345,0.010718,0.010137,0.009596,0.00909,0.008656,0.00831,0.008031,0.007777,0.007549,0.007343,0.007154,0.006976,0.006815,0.006673,0.006505,0.006287,0.006039,0.005802,0.005569,0.005339,0.005118,0.004904,0.00469,0.004476,0.004279,0.004105,0.003948,0.003791,0.003638,0.003484,0.003324,0.00316,0.003,0.002843,0.002681,0.002512,0.002338,0.002168,0.002001,0.001835,0.001668,0.001504,0.001345,0.00119,0.001048,0.000926,0.000819,0.000717,0.000623,0.000534,0.00045,0.000371,0.0003,0.000235,0.000182,0.000142,0.000114,8.80E-05,7.10E-05,5.70E-05,4.30E-05,2.80E-05,1.80E-05,1.40E-05,1.10E-05,8.00E-06,4.00E-06,2.00E-06,2.00E-06
South Africa,165,ZA,58558267,0.6976,0.019267,0.01963,0.019886,0.020043,0.019974,0.020013,0.019972,0.019858,0.019679,0.019457,0.019217,0.018885,0.018438,0.01793,0.017434,0.016924,0.016567,0.016447,0.016495,0.016541,0.016605,0.016727,0.016906,0.017123,0.017345,0.017559,0.017784,0.018019,0.018238,0.018422,0.018585,0.018582,0.018342,0.017929,0.017498,0.017045,0.016494,0.015835,0.01511,0.014367,0.013584,0.012926,0.012476,0.012164,0.011834,0.011519,0.011186,0.010805,0.010397,0.010015,0.009649,0.009295,0.008958,0.008633,0.008313,0.007998,0.007692,0.007397,0.00711,0.006825,0.006541,0.00626,0.00598,0.005698,0.005421,0.005154,0.00486,0.004521,0.004159,0.003806,0.003452,0.003143,0.002904,0.002713,0.002523,0.002344,0.002157,0.001947,0.001727,0.001523,0.00133,0.00115,0.000985,0.000834,0.000692,0.000559,0.000444,0.000348,0.00027,0.000191,0.000133,0.000101,7.20E-05,4.40E-05,2.40E-05,1.60E-05,1.20E-05,8.00E-06,4.00E-06,1.00E-06,1.00E-06
South Sudan,166,SS,11062114,0.9514,0.031975,0.03131,0.03066,0.030024,0.029515,0.028926,0.028339,0.027751,0.027162,0.026578,0.026009,0.025397,0.024721,0.024009,0.023305,0.022591,0.02195,0.021428,0.020979,0.02052,0.020071,0.019577,0.019002,0.018376,0.017764,0.017151,0.016551,0.015974,0.015413,0.014854,0.014309,0.013742,0.013137,0.012517,0.011916,0.011319,0.010798,0.01039,0.010059,0.009733,0.009429,0.009118,0.008779,0.008427,0.008097,0.007779,0.007477,0.007196,0.006931,0.006671,0.006419,0.006165,0.005904,0.005641,0.005384,0.005132,0.004888,0.004654,0.004427,0.004206,0.003996,0.003779,0.003546,0.003308,0.003078,0.002848,0.00266,0.002537,0.002455,0.002372,0.002298,0.002199,0.002053,0.001877,0.001712,0.001552,0.001395,0.001246,0.001103,0.000962,0.000825,0.000702,0.000596,0.000504,0.000419,0.000341,0.000273,0.000216,0.00017,0.000126,9.40E-05,7.30E-05,5.40E-05,3.50E-05,2.20E-05,1.70E-05,1.30E-05,9.00E-06,5.00E-06,2.00E-06,2.00E-06
Spain,167,ES,46736782,0.1368,0.008325,0.008468,0.008656,0.008879,0.008812,0.009245,0.009642,0.009993,0.01029,0.010561,0.010832,0.010916,0.010733,0.010382,0.010035,0.00965,0.009385,0.009335,0.009426,0.009493,0.009572,0.009647,0.009695,0.009734,0.009817,0.009943,0.010074,0.0102,0.01034,0.010517,0.010711,0.011029,0.01152,0.012131,0.01273,0.013309,0.013958,0.014699,0.015471,0.016208,0.016947,0.017439,0.017563,0.01743,0.017288,0.0171,0.016874,0.016642,0.016402,0.016105,0.015748,0.015463,0.01531,0.015228,0.015111,0.014986,0.014774,0.014426,0.013985,0.013558,0.01314,0.012682,0.012176,0.011651,0.011126,0.010574,0.010165,0.009977,0.009927,0.009855,0.009795,0.00966,0.009388,0.009023,0.008683,0.008362,0.007981,0.007516,0.007009,0.006495,0.005943,0.005536,0.005364,0.005329,0.005268,0.005234,0.005041,0.004587,0.003969,0.003333,0.002804,0.002426,0.001965,0.00142,0.001034,0.000858,0.000703,0.000518,0.000303,0.000177,0.000263
Sri Lanka,168,LK,21323734,0.3284,0.015787,0.015725,0.015704,0.015718,0.015732,0.015827,0.015923,0.016015,0.016097,0.016168,0.016227,0.016246,0.016214,0.016135,0.016045,0.015953,0.015779,0.015492,0.015136,0.01478,0.014406,0.014099,0.01391,0.013798,0.013687,0.013604,0.013488,0.013306,0.013098,0.012922,0.012747,0.012705,0.012862,0.013146,0.013408,0.013664,0.013904,0.014106,0.014264,0.014423,0.014606,0.0146,0.014312,0.01385,0.013396,0.012899,0.012543,0.012433,0.012478,0.012481,0.012481,0.012442,0.012329,0.012165,0.012007,0.01184,0.011667,0.011491,0.011305,0.011103,0.010899,0.010624,0.010248,0.009807,0.009356,0.008867,0.008457,0.008187,0.007992,0.007769,0.00756,0.007214,0.006649,0.005951,0.005282,0.004611,0.004009,0.003528,0.003135,0.002739,0.002351,0.002027,0.001784,0.0016,0.001437,0.001303,0.001166,0.001007,0.000838,0.000681,0.000564,0.000476,0.000373,0.000256,0.000171,0.000134,0.000108,7.70E-05,4.20E-05,2.10E-05,2.60E-05
Sudan (the),169,SD,42813237,0.9204,0.030371,0.029728,0.02913,0.028571,0.028091,0.027598,0.027126,0.026671,0.026227,0.025792,0.025363,0.024924,0.024466,0.02399,0.023511,0.023028,0.022511,0.021948,0.021352,0.020749,0.020137,0.019512,0.018875,0.018229,0.017587,0.016956,0.016306,0.015626,0.014937,0.014266,0.013596,0.013025,0.012599,0.012272,0.01195,0.011653,0.011336,0.01097,0.010576,0.010208,0.009856,0.009516,0.009191,0.008879,0.008571,0.008267,0.00798,0.007716,0.007468,0.007223,0.006988,0.006736,0.006455,0.006158,0.00587,0.005584,0.005313,0.005061,0.004825,0.004591,0.004361,0.004141,0.003934,0.003737,0.003544,0.003359,0.00317,0.002974,0.002774,0.00258,0.002392,0.002209,0.002031,0.00186,0.001695,0.001534,0.001382,0.001238,0.001103,0.000975,0.000854,0.000742,0.000639,0.000545,0.000458,0.000378,0.000309,0.000251,0.000202,0.000156,0.000121,9.70E-05,7.40E-05,5.10E-05,3.50E-05,2.80E-05,2.20E-05,1.60E-05,9.00E-06,4.00E-06,6.00E-06
Suriname,170,SR,581363,0.5985,0.017827,0.017965,0.018063,0.018126,0.01824,0.0182,0.018145,0.018082,0.018008,0.017923,0.017825,0.017743,0.017693,0.01766,0.017619,0.017574,0.017505,0.017394,0.017254,0.017108,0.016945,0.016812,0.016728,0.016668,0.016592,0.016518,0.016374,0.01611,0.015778,0.015446,0.015094,0.014791,0.014581,0.014423,0.014263,0.014141,0.013914,0.013518,0.013038,0.012581,0.01208,0.011836,0.011998,0.012402,0.012768,0.013191,0.013353,0.013078,0.012531,0.012018,0.011433,0.011069,0.011093,0.011332,0.01149,0.011673,0.011538,0.010902,0.009947,0.009046,0.008112,0.007326,0.006808,0.006468,0.006091,0.005706,0.005367,0.005066,0.004794,0.00455,0.004336,0.004099,0.003805,0.003485,0.003186,0.00289,0.002633,0.002434,0.002276,0.002119,0.001976,0.001815,0.001619,0.001404,0.001206,0.001015,0.000848,0.000714,0.000605,0.000497,0.000409,0.000342,0.00027,0.000189,0.000134,0.000108,8.80E-05,6.40E-05,4.00E-05,2.10E-05,3.80E-05
Sweden,171,SE,10036391,0.2494,0.012049,0.011983,0.011935,0.0119,0.011683,0.011763,0.011819,0.011851,0.011858,0.011852,0.011848,0.011765,0.011568,0.011304,0.011076,0.01089,0.010703,0.01051,0.010352,0.010205,0.009994,0.010181,0.010968,0.01211,0.01319,0.014331,0.015058,0.015108,0.01471,0.014373,0.014008,0.013653,0.013381,0.013163,0.012897,0.012607,0.012369,0.012214,0.012125,0.012046,0.01197,0.011992,0.012145,0.012384,0.012617,0.012851,0.013071,0.01326,0.013411,0.013557,0.013711,0.013727,0.013542,0.013226,0.012908,0.012562,0.012259,0.012046,0.011891,0.011724,0.011573,0.011396,0.01117,0.010929,0.01069,0.010401,0.010318,0.010555,0.010969,0.011327,0.011703,0.011792,0.011427,0.010757,0.010112,0.009442,0.00876,0.008108,0.007479,0.006815,0.006122,0.005513,0.005036,0.004651,0.004267,0.003903,0.003545,0.003177,0.00281,0.002447,0.002177,0.001925,0.001601,0.001211,0.000937,0.000819,0.000687,0.000514,0.000298,0.000162,0.000218
Switzerland,172,CH,8591361,0.3123,0.010481,0.010516,0.010501,0.010445,0.01031,0.010198,0.010071,0.009937,0.009805,0.009676,0.009552,0.009469,0.009447,0.009477,0.009523,0.009588,0.009711,0.009909,0.010163,0.01043,0.010711,0.011022,0.011367,0.01173,0.012096,0.01247,0.012796,0.013046,0.013242,0.013424,0.01357,0.013735,0.013946,0.014166,0.014361,0.014573,0.014609,0.014381,0.013994,0.013638,0.013272,0.013043,0.013043,0.013205,0.013338,0.013443,0.013688,0.014125,0.014668,0.015182,0.015703,0.016033,0.016062,0.015875,0.015683,0.015464,0.01514,0.014698,0.014174,0.013627,0.013059,0.012502,0.011984,0.011507,0.011016,0.01049,0.010138,0.010049,0.010118,0.010165,0.010238,0.010156,0.009815,0.009303,0.008819,0.008329,0.007837,0.007365,0.006908,0.006432,0.005941,0.005487,0.005091,0.004734,0.004379,0.004036,0.003683,0.003306,0.002918,0.002519,0.002216,0.001947,0.001594,0.001162,0.000856,0.000725,0.000599,0.000442,0.000254,0.000139,0.000193
Syrian Arab Republic,173,SY,17070132,0.9197,0.023464,0.022096,0.021037,0.020251,0.020141,0.02019,0.020289,0.020414,0.020539,0.020704,0.020947,0.020932,0.020511,0.019846,0.019218,0.018532,0.018109,0.018126,0.018412,0.018648,0.018928,0.019012,0.018759,0.018303,0.017896,0.017452,0.017201,0.017269,0.017526,0.017715,0.017887,0.017928,0.017756,0.017426,0.017094,0.016751,0.016284,0.01566,0.014931,0.014188,0.013423,0.012685,0.01201,0.011387,0.010761,0.010136,0.0096,0.009187,0.008864,0.008554,0.008261,0.008003,0.007777,0.007571,0.007383,0.007219,0.007006,0.006708,0.006359,0.006019,0.005671,0.005362,0.005123,0.004923,0.004717,0.004528,0.004274,0.003915,0.003496,0.003097,0.002693,0.002375,0.002192,0.002098,0.001999,0.001915,0.001812,0.001664,0.00149,0.001337,0.001193,0.001062,0.000949,0.000849,0.000754,0.000665,0.000577,0.000484,0.000392,0.000297,0.00022,0.000175,0.000132,8.90E-05,5.90E-05,4.60E-05,3.60E-05,2.60E-05,1.40E-05,7.00E-06,9.00E-06
Taiwan (Province of China),174,TW,23773881,0.2253,0.007952,0.00839,0.008678,0.008837,0.00918,0.008961,0.008734,0.008516,0.008326,0.008148,0.007964,0.007968,0.008249,0.008719,0.009189,0.009677,0.010196,0.010726,0.011254,0.011791,0.012341,0.012787,0.013075,0.013248,0.013435,0.013642,0.013736,0.013673,0.01353,0.01339,0.013197,0.013266,0.01375,0.014491,0.015165,0.01582,0.016376,0.016752,0.016981,0.017222,0.017501,0.017485,0.017041,0.016337,0.015649,0.014896,0.014416,0.014397,0.014676,0.014888,0.015091,0.015289,0.015442,0.015554,0.015676,0.015805,0.015812,0.015639,0.015338,0.015007,0.014612,0.01423,0.013904,0.013587,0.013222,0.012855,0.012294,0.011449,0.010429,0.009434,0.008422,0.007542,0.006884,0.006386,0.005877,0.005374,0.004966,0.004676,0.004465,0.004279,0.004131,0.003943,0.003673,0.003353,0.003061,0.002785,0.002508,0.002228,0.001952,0.001662,0.001426,0.001234,0.001007,0.000744,0.000559,0.000471,0.000388,0.000287,0.000169,0.000103,0.000159
Tajikistan,175,TJ,9321023,0.4988,0.029271,0.029319,0.029108,0.02867,0.028127,0.027265,0.026299,0.025256,0.024168,0.023051,0.021924,0.020869,0.019935,0.019119,0.018331,0.017539,0.017067,0.017047,0.017324,0.017612,0.017975,0.018204,0.018169,0.017965,0.017795,0.017591,0.017463,0.017478,0.017551,0.017565,0.017585,0.017319,0.016623,0.015652,0.014706,0.013729,0.012857,0.012187,0.01166,0.011108,0.010556,0.010092,0.009739,0.00947,0.009227,0.009013,0.008824,0.008647,0.00848,0.008329,0.008185,0.008043,0.007897,0.007741,0.007577,0.007407,0.007185,0.006889,0.006537,0.006182,0.005827,0.005424,0.004959,0.004461,0.003967,0.003467,0.003033,0.002702,0.002445,0.002193,0.001962,0.001745,0.001532,0.001331,0.001152,0.000984,0.000866,0.000815,0.000806,0.000804,0.00082,0.000799,0.000709,0.000577,0.000461,0.000347,0.000257,0.000207,0.000185,0.00016,0.000143,0.000121,9.30E-05,5.90E-05,3.10E-05,2.00E-05,1.60E-05,1.10E-05,5.00E-06,2.00E-06,2.00E-06
